commodity,supplier_id,country,supplier_name,avg_temperature_celsius,rainfall_mm_per_year,extreme_events_per_year,cost_per_unit_usd,lead_time_days,quality_score,reliability_score,climate_risk_level,predicted_climate_risk,climate_risk_score,cost_normalized,lead_time_normalized,quality_normalized,composite_score,rank
Rice,99,India,India_Supplier_49,28.32,1658.71,9.0,0.31,35,0.889,0.789,High,High,0.0,0.9062500000000001,0.6551724137931034,0.7643312101910829,0.5432218454864925,148
Rice,159,Vietnam,Vietnam_Supplier_9,29.74,1917.76,7.0,0.43,40,0.858,0.813,Medium,Medium,0.5,0.53125,0.48275862068965514,0.6985138004246284,0.5432049152573395,149
Rice,213,Bangladesh,Bangladesh_Supplier_13,24.37,2370.13,10.0,0.34,42,0.731,0.812,Medium,Medium,0.5,0.8125,0.4137931034482759,0.42887473460721864,0.5423482227835127,150
Rice,136,Thailand,Thailand_Supplier_36,24.68,1916.32,2.0,0.59,36,0.715,0.723,Low,Low,1.0,0.03125,0.6206896551724138,0.394904458598726,0.5419658055128487,151
Rice,189,Vietnam,Vietnam_Supplier_39,24.57,1976.44,10.0,0.44,31,0.689,0.858,Medium,Medium,0.5,0.5,0.7931034482758621,0.33970276008492556,0.5412164140859507,152
Rice,29,China,China_Supplier_29,26.56,1326.95,3.0,0.47,43,0.63,0.958,Low,Low,1.0,0.4062500000000001,0.3793103448275862,0.21443736730360932,0.5392775596676185,153
Rice,187,Vietnam,Vietnam_Supplier_37,28.77,2113.6,5.0,0.39,32,0.611,0.801,Medium,Medium,0.5,0.65625,0.7586206896551724,0.17409766454352435,0.5385372053224979,154
Rice,8,China,China_Supplier_8,21.11,1060.15,8.0,0.45,35,0.78,0.824,Medium,Medium,0.5,0.46875,0.6551724137931034,0.5329087048832272,0.5375623444249213,155
Rice,143,Thailand,Thailand_Supplier_43,31.93,1299.18,6.0,0.47,36,0.837,0.821,Medium,Medium,0.5,0.4062500000000001,0.6206896551724138,0.6539278131634818,0.5375204764257998,156
Rice,72,India,India_Supplier_22,28.4,1425.21,4.0,0.33,46,0.782,0.835,Medium,Medium,0.5,0.84375,0.27586206896551724,0.5371549893842887,0.5373340151182371,157
Rice,138,Thailand,Thailand_Supplier_38,29.0,1581.94,5.0,0.41,39,0.786,0.913,Medium,Medium,0.5,0.5937500000000001,0.5172413793103448,0.5456475583864119,0.5368773565048686,158
Rice,88,India,India_Supplier_38,23.29,1817.97,3.0,0.42,49,0.644,0.875,Low,Low,1.0,0.5625,0.1724137931034483,0.24416135881104034,0.5325607200380702,159
Rice,145,Thailand,Thailand_Supplier_45,31.09,1793.04,3.0,0.52,30,0.795,1.0,Medium,Medium,0.5,0.2499999999999999,0.8275862068965517,0.5647558386411891,0.5323477194523757,160
Rice,151,Vietnam,Vietnam_Supplier_1,29.25,1749.55,6.0,0.33,48,0.81,0.667,Medium,Medium,0.5,0.84375,0.2068965517241379,0.5966029723991508,0.5319822324108646,161
Rice,236,Bangladesh,Bangladesh_Supplier_36,22.03,2381.38,12.0,0.36,35,0.597,0.771,Medium,Medium,0.5,0.7500000000000001,0.6551724137931034,0.14437367303609333,0.5301678380554946,162
Rice,200,Vietnam,Vietnam_Supplier_50,29.7,1575.61,7.0,0.48,42,0.958,0.678,Medium,Medium,0.5,0.375,0.4137931034482759,0.9108280254777069,0.5293638809576103,163
Rice,167,Vietnam,Vietnam_Supplier_17,22.51,2331.37,10.0,0.41,45,0.889,0.803,Medium,Medium,0.5,0.5937500000000001,0.31034482758620685,0.7643312101910829,0.5288899489347684,164
Rice,98,India,India_Supplier_48,27.67,1870.97,10.0,0.45,31,0.677,0.747,Medium,Medium,0.5,0.46875,0.7931034482758621,0.3142250530785563,0.5283083726846768,165
Rice,234,Bangladesh,Bangladesh_Supplier_34,25.99,2435.47,11.0,0.28,54,0.831,0.605,Medium,Medium,0.5,1.0,0.0,0.6411889596602971,0.5282377919320594,166
Rice,157,Vietnam,Vietnam_Supplier_7,25.98,1605.47,12.0,0.35,43,0.736,0.883,Medium,Medium,0.5,0.7812500000000001,0.3793103448275862,0.43949044585987257,0.5280381753788711,167
Rice,160,Vietnam,Vietnam_Supplier_10,22.64,2231.5,12.0,0.35,44,0.743,0.739,Medium,Medium,0.5,0.7812500000000001,0.3448275862068966,0.45435244161358807,0.5223898848744418,168
Rice,211,Bangladesh,Bangladesh_Supplier_11,27.88,1876.5,11.0,0.41,39,0.751,0.625,Medium,Medium,0.5,0.5937500000000001,0.5172413793103448,0.47133757961783435,0.5220153607511531,169
Rice,19,China,China_Supplier_19,21.68,1012.16,8.0,0.39,39,0.713,0.878,Medium,Medium,0.5,0.65625,0.5172413793103448,0.39065817409766446,0.5215044796471191,170
Rice,146,Thailand,Thailand_Supplier_46,29.14,1264.85,9.0,0.41,30,0.92,0.916,High,High,0.0,0.5937500000000001,0.8275862068965517,0.8301486199575372,0.5213637757156454,171
Rice,117,Thailand,Thailand_Supplier_17,31.07,1428.08,6.0,0.56,29,0.821,0.945,Medium,Medium,0.5,0.12499999999999978,0.8620689655172413,0.6199575371549892,0.5207587488103081,172
Rice,221,Bangladesh,Bangladesh_Supplier_21,22.97,2571.64,13.0,0.38,45,0.811,0.803,Medium,Medium,0.5,0.6875,0.31034482758620685,0.5987261146496816,0.519206429826488,173
Rice,86,India,India_Supplier_36,25.97,1081.05,8.0,0.44,41,0.838,0.764,Medium,Medium,0.5,0.5,0.4482758620689655,0.6560509554140127,0.518279156600044,174
Rice,158,Vietnam,Vietnam_Supplier_8,28.86,2406.14,7.0,0.41,42,0.802,0.921,Medium,Medium,0.5,0.5937500000000001,0.4137931034482759,0.5796178343949046,0.51780934274105,175
Rice,105,Thailand,Thailand_Supplier_5,30.45,1785.35,4.0,0.51,39,0.923,0.812,Medium,Medium,0.5,0.28125,0.5172413793103448,0.8365180467091295,0.5169264541694121,176
Rice,128,Thailand,Thailand_Supplier_28,31.73,1632.5,5.0,0.52,34,0.829,0.969,Medium,Medium,0.5,0.2499999999999999,0.6896551724137931,0.6369426751592355,0.5123023281352954,177
Rice,203,Bangladesh,Bangladesh_Supplier_3,25.01,2519.43,5.0,0.44,44,0.529,0.873,Low,Low,1.0,0.5,0.3448275862068966,0.0,0.5112068965517241,178
Rice,119,Thailand,Thailand_Supplier_19,28.37,1431.95,7.0,0.54,35,0.88,0.767,Medium,Medium,0.5,0.1874999999999999,0.6551724137931034,0.7452229299363057,0.5097126894355369,179
Rice,192,Vietnam,Vietnam_Supplier_42,24.88,1770.39,11.0,0.45,44,0.897,0.904,Medium,Medium,0.5,0.46875,0.3448275862068966,0.7813163481953291,0.50965766619079,180
Rice,149,Thailand,Thailand_Supplier_49,28.14,1498.73,8.0,0.43,26,0.847,0.997,High,High,0.0,0.53125,0.9655172413793104,0.6751592356687898,0.5092236574785856,181
Rice,22,China,China_Supplier_22,26.77,1392.61,8.0,0.48,39,0.843,0.848,Medium,Medium,0.5,0.375,0.5172413793103448,0.6666666666666666,0.5063936781609195,182
Rice,83,India,India_Supplier_33,29.03,1944.73,9.0,0.34,34,0.836,0.738,High,High,0.0,0.8125,0.6896551724137931,0.651804670912951,0.5058997272860385,183
Rice,135,Thailand,Thailand_Supplier_35,31.16,1836.67,7.0,0.55,32,0.827,0.829,Medium,Medium,0.5,0.15624999999999978,0.7586206896551724,0.632696390658174,0.5052569505454279,184
Rice,39,China,China_Supplier_39,27.93,859.04,8.0,0.41,44,0.809,0.928,Medium,Medium,0.5,0.5937500000000001,0.3448275862068966,0.59447983014862,0.5035403625814482,185
Rice,61,India,India_Supplier_11,28.57,1110.63,6.0,0.44,42,0.821,0.988,Medium,Medium,0.5,0.5,0.4137931034482759,0.6199575371549892,0.5024397832930668,186
Rice,140,Thailand,Thailand_Supplier_40,31.54,1440.69,4.0,0.56,37,0.934,0.739,Medium,Medium,0.5,0.12499999999999978,0.5862068965517242,0.8598726114649683,0.49977624643092466,187
Rice,121,Thailand,Thailand_Supplier_21,28.15,1267.61,7.0,0.53,39,0.919,1.0,Medium,Medium,0.5,0.2187499999999999,0.5172413793103448,0.8280254777070064,0.49960294036898745,188
Rice,172,Vietnam,Vietnam_Supplier_22,29.94,1631.49,11.0,0.45,31,0.961,0.87,High,High,0.0,0.46875,0.7931034482758621,0.9171974522292993,0.49890285251482536,189
Rice,204,Bangladesh,Bangladesh_Supplier_4,20.44,1748.62,9.0,0.29,51,0.707,0.779,Medium,Medium,0.5,0.9687500000000001,0.10344827586206895,0.3779193205944797,0.4936334330844132,190
Rice,163,Vietnam,Vietnam_Supplier_13,28.31,2164.98,11.0,0.4,30,0.833,0.799,High,High,0.0,0.625,0.8275862068965517,0.6454352441613587,0.49223360055640963,191
Rice,229,Bangladesh,Bangladesh_Supplier_29,20.68,2675.64,8.0,0.42,41,0.734,0.665,Medium,Medium,0.5,0.5625,0.4482758620689655,0.435244161358811,0.48974279778900354,192
Rice,77,India,India_Supplier_27,28.4,1694.7,5.0,0.49,38,0.798,0.666,Medium,Medium,0.5,0.34375,0.5517241379310345,0.5711252653927814,0.48809358756131493,193
Rice,228,Bangladesh,Bangladesh_Supplier_28,25.49,1931.45,8.0,0.4,41,0.687,0.873,Medium,Medium,0.5,0.625,0.4482758620689655,0.3354564755838642,0.48541026063401427,194
Rice,218,Bangladesh,Bangladesh_Supplier_18,22.3,1502.21,7.0,0.43,51,0.577,0.652,Low,Low,1.0,0.53125,0.10344827586206895,0.10191082802547757,0.4790567345706127,195
Rice,181,Vietnam,Vietnam_Supplier_31,23.56,1557.65,7.0,0.4,49,0.829,0.87,Medium,Medium,0.5,0.625,0.1724137931034483,0.6369426751592355,0.4767419833077092,196
Rice,244,Bangladesh,Bangladesh_Supplier_44,24.43,2473.98,15.0,0.44,40,0.711,0.715,Medium,Medium,0.5,0.5,0.48275862068965514,0.3864118895966029,0.4729720330917344,197
Rice,108,Thailand,Thailand_Supplier_8,31.76,1293.9,9.0,0.41,38,0.961,0.939,High,High,0.0,0.5937500000000001,0.5517241379310345,0.9171974522292993,0.4698080249286185,198
Rice,60,India,India_Supplier_10,28.35,1620.07,7.0,0.41,45,0.745,0.883,Medium,Medium,0.5,0.5937500000000001,0.31034482758620685,0.45859872611464964,0.46774345211948165,199
Rice,226,Bangladesh,Bangladesh_Supplier_26,27.05,2725.69,10.0,0.31,52,0.702,0.634,Medium,Medium,0.5,0.9062500000000001,0.06896551724137934,0.36730360934182577,0.46726460117871005,200
Rice,91,India,India_Supplier_41,27.47,1445.9,8.0,0.44,43,0.758,0.685,Medium,Medium,0.5,0.5,0.3793103448275862,0.4861995753715499,0.46706750128120655,201
Rice,220,Bangladesh,Bangladesh_Supplier_20,25.91,2491.52,12.0,0.44,46,0.815,0.57,Medium,Medium,0.5,0.5,0.27586206896551724,0.6072186836518045,0.46540925397174027,202
Rice,183,Vietnam,Vietnam_Supplier_33,28.96,1630.65,11.0,0.4,35,0.864,0.707,High,High,0.0,0.625,0.6551724137931034,0.7112526539278131,0.4622936342338385,203
Rice,114,Thailand,Thailand_Supplier_14,31.42,1260.27,5.0,0.46,37,0.659,0.86,Medium,Medium,0.5,0.4374999999999999,0.5862068965517242,0.2760084925690022,0.4611284226517315,204
Rice,168,Vietnam,Vietnam_Supplier_18,25.55,2107.09,10.0,0.47,40,0.738,0.799,Medium,Medium,0.5,0.4062500000000001,0.48275862068965514,0.44373673036093414,0.46099950124460065,205
Rice,133,Thailand,Thailand_Supplier_33,28.38,1654.38,4.0,0.55,32,0.713,0.659,Medium,Medium,0.5,0.15624999999999978,0.7586206896551724,0.39065817409766446,0.45684930723332595,206
Rice,233,Bangladesh,Bangladesh_Supplier_33,22.69,1931.19,11.0,0.3,54,0.695,0.693,Medium,Medium,0.5,0.9375000000000001,0.0,0.35244161358811027,0.4548633227176221,207
Rice,209,Bangladesh,Bangladesh_Supplier_9,27.29,1643.1,9.0,0.38,48,0.714,0.655,Medium,Medium,0.5,0.6875,0.2068965517241379,0.39278131634819524,0.45215540120067355,208
Rice,93,India,India_Supplier_43,29.75,1185.53,7.0,0.48,42,0.771,0.944,Medium,Medium,0.5,0.375,0.4137931034482759,0.5138004246284501,0.44995836078775897,209
Rice,87,India,India_Supplier_37,28.38,1658.45,11.0,0.47,32,0.901,0.718,High,High,0.0,0.4062500000000001,0.7586206896551724,0.7898089171974523,0.4491794558532836,210
Rice,215,Bangladesh,Bangladesh_Supplier_15,22.07,1606.74,10.0,0.44,51,0.874,0.613,Medium,Medium,0.5,0.5,0.10344827586206895,0.732484076433121,0.44735888425214143,211
Rice,239,Bangladesh,Bangladesh_Supplier_39,26.38,1863.03,12.0,0.32,52,0.672,0.651,Medium,Medium,0.5,0.875,0.06896551724137934,0.3036093418259024,0.44671324767552534,212
Rice,242,Bangladesh,Bangladesh_Supplier_42,25.21,1602.69,9.0,0.4,45,0.671,0.582,Medium,Medium,0.5,0.625,0.31034482758620685,0.3014861995753716,0.44413344681162603,213
Rice,235,Bangladesh,Bangladesh_Supplier_35,27.07,2415.01,8.0,0.4,52,0.805,0.754,Medium,Medium,0.5,0.625,0.06896551724137934,0.5859872611464969,0.4406888315396442,214
Rice,184,Vietnam,Vietnam_Supplier_34,25.09,2011.28,12.0,0.49,47,0.859,0.5,Medium,Medium,0.5,0.34375,0.24137931034482762,0.7006369426751592,0.4364097161212388,215
Rice,247,Bangladesh,Bangladesh_Supplier_47,21.1,1933.78,8.0,0.38,45,0.615,0.588,Medium,Medium,0.5,0.6875,0.31034482758620685,0.1825902335456475,0.43597925360568124,216
Rice,176,Vietnam,Vietnam_Supplier_26,27.54,1929.93,12.0,0.44,44,0.701,0.928,Medium,Medium,0.5,0.5,0.3448275862068966,0.365180467091295,0.4342429899699831,217
Rice,178,Vietnam,Vietnam_Supplier_28,25.28,1811.22,9.0,0.42,49,0.756,0.769,Medium,Medium,0.5,0.5625,0.1724137931034483,0.4819532908704883,0.43011910644995976,218
Rice,89,India,India_Supplier_39,27.07,1539.99,8.0,0.49,43,0.761,0.76,Medium,Medium,0.5,0.34375,0.3793103448275862,0.49256900212314225,0.429278886631525,219
Rice,81,India,India_Supplier_31,29.51,1798.78,11.0,0.32,37,0.679,0.695,High,High,0.0,0.875,0.5862068965517242,0.3184713375796179,0.4289959916538546,220
Rice,217,Bangladesh,Bangladesh_Supplier_17,20.0,2124.85,10.0,0.47,39,0.641,0.611,Medium,Medium,0.5,0.4062500000000001,0.5172413793103448,0.23779193205944796,0.4284312312394758,221
Rice,201,Bangladesh,Bangladesh_Supplier_1,22.6,2017.79,15.0,0.37,52,0.718,0.735,Medium,Medium,0.5,0.71875,0.06896551724137934,0.4012738853503184,0.42718365638040856,222
Rice,219,Bangladesh,Bangladesh_Supplier_19,23.25,2568.93,13.0,0.35,53,0.69,0.862,Medium,Medium,0.5,0.7812500000000001,0.03448275862068961,0.34182590233545634,0.4222983701222637,223
Rice,197,Vietnam,Vietnam_Supplier_47,22.08,1964.1,9.0,0.47,46,0.765,0.723,Medium,Medium,0.5,0.4062500000000001,0.27586206896551724,0.5010615711252654,0.4207403314664324,224
Rice,227,Bangladesh,Bangladesh_Supplier_27,22.9,2807.12,7.0,0.39,51,0.713,0.734,Medium,Medium,0.5,0.65625,0.10344827586206895,0.39065817409766446,0.41805620378505015,225
Rice,245,Bangladesh,Bangladesh_Supplier_45,23.01,2253.95,15.0,0.43,43,0.624,0.801,Medium,Medium,0.5,0.53125,0.3793103448275862,0.20169851380042458,0.4179797889669815,226
Rice,110,Thailand,Thailand_Supplier_10,28.54,1938.45,9.0,0.51,25,0.74,0.676,High,High,0.0,0.28125,1.0,0.4479830148619957,0.40990910297239913,227
Rice,241,Bangladesh,Bangladesh_Supplier_41,29.51,2757.74,15.0,0.32,47,0.837,0.809,High,High,0.0,0.875,0.24137931034482762,0.6539278131634818,0.40988039021890327,228
Rice,59,India,India_Supplier_9,25.02,1462.68,9.0,0.49,42,0.693,0.76,Medium,Medium,0.5,0.34375,0.4137931034482759,0.3481953290870487,0.4090248416794787,229
Rice,202,Bangladesh,Bangladesh_Supplier_2,21.47,1511.76,11.0,0.31,54,0.589,0.738,Medium,Medium,0.5,0.9062500000000001,0.0,0.12738853503184702,0.40204020700636944,230
Rice,46,China,China_Supplier_46,21.48,1211.19,7.0,0.44,44,0.613,0.821,Medium,Medium,0.5,0.5,0.3448275862068966,0.17834394904458592,0.3968756863606413,231
Rice,193,Vietnam,Vietnam_Supplier_43,29.73,2261.04,7.0,0.51,40,0.656,0.55,Medium,Medium,0.5,0.28125,0.48275862068965514,0.26963906581740976,0.3949299683358958,232
Rice,230,Bangladesh,Bangladesh_Supplier_30,29.44,2462.6,12.0,0.32,43,0.709,0.746,High,High,0.0,0.875,0.3793103448275862,0.3821656050955413,0.39001070722600484,233
Rice,154,Vietnam,Vietnam_Supplier_4,28.88,2222.81,6.0,0.51,46,0.755,0.981,Medium,Medium,0.5,0.28125,0.27586206896551724,0.47983014861995754,0.38524404696537085,234
Rice,92,India,India_Supplier_42,29.55,1419.73,8.0,0.43,37,0.772,0.912,High,High,0.0,0.53125,0.5862068965517242,0.5159235668789809,0.3825489375137272,235
Rice,54,India,India_Supplier_4,29.17,1080.23,9.0,0.43,48,0.984,0.962,High,High,0.0,0.53125,0.2068965517241379,0.9660297239915074,0.377742582729336,236
Rice,79,India,India_Supplier_29,29.32,1033.95,10.0,0.42,34,0.676,0.928,High,High,0.0,0.5625,0.6896551724137931,0.3121019108280255,0.37545917526905337,237
Rice,237,Bangladesh,Bangladesh_Supplier_37,24.5,2936.37,9.0,0.32,48,0.748,0.703,High,High,0.0,0.875,0.2068965517241379,0.464968152866242,0.36346776850428286,238
Rice,248,Bangladesh,Bangladesh_Supplier_48,28.29,2683.94,15.0,0.35,45,0.727,0.635,High,High,0.0,0.7812500000000001,0.31034482758620685,0.42038216560509545,0.3569751400175708,239
Rice,205,Bangladesh,Bangladesh_Supplier_5,29.61,1795.39,11.0,0.37,46,0.769,0.654,High,High,0.0,0.71875,0.27586206896551724,0.5095541401273885,0.350563845266857,240
Rice,243,Bangladesh,Bangladesh_Supplier_43,28.95,2499.69,13.0,0.41,39,0.689,0.892,High,High,0.0,0.5937500000000001,0.5172413793103448,0.33970276008492556,0.3456883968445713,241
Rice,186,Vietnam,Vietnam_Supplier_36,29.66,1508.86,8.0,0.47,45,0.919,0.851,High,High,0.0,0.4062500000000001,0.31034482758620685,0.8280254777070064,0.34475380243795306,242
Rice,225,Bangladesh,Bangladesh_Supplier_25,23.84,1537.79,14.0,0.42,54,0.598,0.684,Medium,Medium,0.5,0.5625,0.0,0.14649681528662412,0.31992436305732486,243
Rice,123,Thailand,Thailand_Supplier_23,30.05,1547.57,8.0,0.57,32,0.775,0.843,High,High,0.0,0.09375000000000011,0.7586206896551724,0.5222929936305732,0.3175512711399078,244
Rice,78,India,India_Supplier_28,28.98,1732.22,9.0,0.44,48,0.807,0.672,High,High,0.0,0.5,0.2068965517241379,0.5902335456475585,0.2947708470605462,245
Rice,180,Vietnam,Vietnam_Supplier_30,28.61,2484.01,9.0,0.49,38,0.694,0.693,High,High,0.0,0.34375,0.5517241379310345,0.3503184713375795,0.2939322287502745,246
Rice,222,Bangladesh,Bangladesh_Supplier_22,28.28,2545.81,12.0,0.46,48,0.817,0.762,High,High,0.0,0.4374999999999999,0.2068965517241379,0.6114649681528661,0.2833921315616077,247
Rice,63,India,India_Supplier_13,29.38,1707.24,8.0,0.5,46,0.786,0.909,High,High,0.0,0.3125,0.27586206896551724,0.5456475583864119,0.2562200289186617,248
Rice,206,Bangladesh,Bangladesh_Supplier_6,29.81,1785.16,15.0,0.38,54,0.686,0.769,High,High,0.0,0.6875,0.0,0.3333333333333334,0.2385416666666667,249
Rice,210,Bangladesh,Bangladesh_Supplier_10,23.98,2879.3,13.0,0.36,50,0.563,0.821,High,High,0.0,0.7500000000000001,0.13793103448275867,0.07218683651804654,0.236420125924299,250
