supplier_id,country,supplier_name,avg_temperature_celsius,rainfall_mm_per_year,extreme_events_per_year,cost_per_unit_usd,lead_time_days,quality_score,reliability_score,climate_risk_level,predicted_climate_risk,climate_risk_score,cost_normalized,lead_time_normalized,quality_normalized,composite_score,rank
155,Ethiopia,Ethiopia_Supplier_5,18.55,1503.27,2.0,6.02,35,0.822,0.765,Low,Low,1.0,0.13411078717201186,0.5588235294117647,0.6374745417515274,0.6007284874962496,146
153,Ethiopia,Ethiopia_Supplier_3,20.06,1388.49,7.0,6.02,38,0.875,0.698,Low,Low,1.0,0.13411078717201186,0.47058823529411764,0.745417515274949,0.6002582586715222,147
152,Ethiopia,Ethiopia_Supplier_2,24.85,1456.17,2.0,4.76,49,0.847,0.759,Low,Low,1.0,0.5014577259475219,0.1470588235294118,0.6883910386965376,0.599807345108541,148
40,Brazil,Brazil_Supplier_40,24.96,1221.9,4.0,4.96,44,0.784,0.988,Low,Low,1.0,0.4431486880466473,0.2941176470588235,0.560081466395112,0.5963328770553902,149
49,Brazil,Brazil_Supplier_49,21.65,1291.42,5.0,4.81,43,0.739,0.778,Low,Low,1.0,0.4868804664723033,0.32352941176470584,0.4684317718940937,0.596288823938071,150
197,Ethiopia,Ethiopia_Supplier_47,16.67,1101.37,3.0,4.55,47,0.759,0.821,Low,Low,1.0,0.5626822157434404,0.20588235294117652,0.5091649694501018,0.5939741360611746,151
146,Vietnam,Vietnam_Supplier_46,27.37,1709.34,5.0,4.02,30,0.724,0.705,Medium,Medium,0.5,0.7172011661807581,0.7058823529411764,0.43788187372708753,0.5933472545259011,152
129,Vietnam,Vietnam_Supplier_29,23.54,1970.34,9.0,3.32,42,0.815,0.72,Medium,Medium,0.5,0.9212827988338192,0.3529411764705882,0.6232179226069245,0.5931995783474868,153
225,Honduras,Honduras_Supplier_25,24.54,1129.34,9.0,3.52,30,0.625,0.78,Medium,Medium,0.5,0.8629737609329445,0.7058823529411764,0.23625254582484723,0.5894645376334997,154
213,Honduras,Honduras_Supplier_13,21.88,1631.15,11.0,3.83,35,0.769,0.727,Medium,Medium,0.5,0.7725947521865889,0.5588235294117647,0.529531568228106,0.5887608840452097,155
209,Honduras,Honduras_Supplier_9,21.69,1642.79,11.0,5.28,32,0.969,0.591,Medium,Medium,0.5,0.34985422740524785,0.6470588235294117,0.9368635437881874,0.5866009714913024,156
33,Brazil,Brazil_Supplier_33,26.04,1082.5,6.0,4.86,26,0.782,0.787,Medium,Medium,0.5,0.4723032069970845,0.8235294117647058,0.5560081466395113,0.5851597840183499,157
73,Colombia,Colombia_Supplier_23,20.4,2059.64,1.0,5.72,34,0.709,0.772,Low,Low,1.0,0.22157434402332377,0.5882352941176471,0.4073319755600814,0.583918804647259,158
71,Colombia,Colombia_Supplier_21,18.51,2496.87,2.0,5.5,23,0.839,0.866,Medium,Medium,0.5,0.2857142857142858,0.9117647058823529,0.6720977596741343,0.5837892998339866,159
156,Ethiopia,Ethiopia_Supplier_6,24.58,1057.56,5.0,5.4,49,0.922,0.793,Low,Low,1.0,0.314868804664723,0.1470588235294118,0.8411405295315683,0.5837100129548474,160
177,Ethiopia,Ethiopia_Supplier_27,22.49,1255.8,6.0,5.85,41,0.854,0.72,Low,Low,1.0,0.1836734693877553,0.38235294117647056,0.7026476578411405,0.5820361342092846,161
214,Honduras,Honduras_Supplier_14,24.57,1760.62,6.0,5.41,32,0.606,0.5,Low,Low,1.0,0.3119533527696793,0.6470588235294117,0.19755600814663946,0.5792642457041006,162
157,Ethiopia,Ethiopia_Supplier_7,18.92,1088.84,2.0,5.74,42,0.845,0.956,Low,Low,1.0,0.21574344023323622,0.3529411764705882,0.6843177189409368,0.5790346979641434,163
127,Vietnam,Vietnam_Supplier_27,22.36,1947.55,4.0,3.46,46,0.509,0.79,Low,Low,1.0,0.880466472303207,0.23529411764705888,0.0,0.5789401474875664,164
113,Vietnam,Vietnam_Supplier_13,26.08,1257.76,6.0,3.52,37,0.722,0.855,Medium,Medium,0.5,0.8629737609329445,0.5,0.4338085539714867,0.5775051510275334,165
233,Honduras,Honduras_Supplier_33,21.0,1624.51,8.0,4.53,32,0.811,0.702,Medium,Medium,0.5,0.5685131195335276,0.6470588235294117,0.6150712830957231,0.5769072423848794,166
205,Honduras,Honduras_Supplier_5,25.36,1049.97,10.0,4.1,30,0.687,0.806,Medium,Medium,0.5,0.6938775510204083,0.7058823529411764,0.3625254582484726,0.5724450676400907,167
237,Honduras,Honduras_Supplier_37,21.74,1697.13,8.0,3.6,33,0.65,0.61,Medium,Medium,0.5,0.8396501457725947,0.6176470588235294,0.28716904276985744,0.5717581097030026,168
86,Colombia,Colombia_Supplier_36,19.48,2319.1,5.0,5.83,22,0.843,0.912,Medium,Medium,0.5,0.18950437317784263,0.9411764705882353,0.680244399185336,0.5687190907785866,169
215,Honduras,Honduras_Supplier_15,21.25,1294.97,8.0,5.26,28,0.847,0.88,Medium,Medium,0.5,0.3556851311953354,0.7647058823529411,0.6883910386965376,0.5677759611263766,170
204,Honduras,Honduras_Supplier_4,23.53,1300.26,12.0,5.41,28,0.867,0.7,Medium,Medium,0.5,0.3119533527696793,0.7647058823529411,0.7291242362525459,0.5649896560311642,171
172,Ethiopia,Ethiopia_Supplier_22,18.96,1440.56,7.0,6.47,37,0.845,0.648,Low,Low,1.0,0.002915451895043941,0.5,0.6843177189409368,0.5625924067619483,172
235,Honduras,Honduras_Supplier_35,20.98,1628.96,4.0,4.91,39,0.598,0.684,Low,Low,1.0,0.4577259475218659,0.4411764705882353,0.1812627291242362,0.5609781503523725,173
193,Ethiopia,Ethiopia_Supplier_43,24.42,1268.0,3.0,5.77,53,0.995,0.729,Low,Low,1.0,0.20699708454810517,0.02941176470588236,0.9898167006109979,0.5570655524356964,174
227,Honduras,Honduras_Supplier_27,25.96,1035.93,12.0,3.88,38,0.751,0.625,Medium,Medium,0.5,0.7580174927113703,0.47058823529411764,0.49287169042769857,0.5557257700869117,175
203,Honduras,Honduras_Supplier_3,21.37,1771.22,11.0,4.43,39,0.863,0.715,Medium,Medium,0.5,0.5976676384839651,0.4411764705882353,0.7209775967413442,0.5539065466163189,176
114,Vietnam,Vietnam_Supplier_14,24.63,1780.21,10.0,3.2,44,0.732,0.721,Medium,Medium,0.5,0.9562682215743439,0.2941176470588235,0.4541751527494908,0.55343149770819,177
77,Colombia,Colombia_Supplier_27,20.53,2392.67,3.0,5.18,24,0.722,1.0,Medium,Medium,0.5,0.37900874635568527,0.8823529411764706,0.4338085539714867,0.5521021326773363,178
236,Honduras,Honduras_Supplier_36,24.23,1653.7,9.0,3.76,37,0.702,0.634,Medium,Medium,0.5,0.793002915451895,0.5,0.3930753564154785,0.5518658001460695,179
230,Honduras,Honduras_Supplier_30,22.46,1648.7,10.0,3.76,36,0.682,0.767,Medium,Medium,0.5,0.793002915451895,0.5294117647058824,0.35234215885947057,0.5510721018113385,180
145,Vietnam,Vietnam_Supplier_45,24.86,1500.71,10.0,4.35,39,0.841,0.871,Medium,Medium,0.5,0.620991253644315,0.4411764705882353,0.6761710794297352,0.5507761469440846,181
35,Brazil,Brazil_Supplier_35,27.1,1280.73,4.0,3.63,39,0.703,0.823,Medium,Medium,0.5,0.8309037900874636,0.4411764705882353,0.3951120162932789,0.5470424684275805,182
151,Ethiopia,Ethiopia_Supplier_1,23.87,1252.07,7.0,6.05,48,0.918,0.57,Low,Low,1.0,0.1253644314868806,0.17647058823529416,0.8329938900203667,0.542057532934617,183
185,Ethiopia,Ethiopia_Supplier_35,15.64,1381.96,2.0,6.32,48,0.965,0.969,Low,Low,1.0,0.04664723032069973,0.17647058823529416,0.9287169042769857,0.5415228354943956,184
138,Vietnam,Vietnam_Supplier_38,27.27,1894.45,5.0,4.04,36,0.705,0.767,Medium,Medium,0.5,0.7113702623906706,0.5294117647058824,0.39918533604887974,0.5400325739839141,185
224,Honduras,Honduras_Supplier_24,21.45,1768.5,10.0,5.46,27,0.793,0.722,Medium,Medium,0.5,0.2973760932944607,0.7941176470588236,0.5784114052953158,0.5385557161473842,186
165,Ethiopia,Ethiopia_Supplier_15,19.11,1043.14,4.0,6.37,36,0.744,0.647,Low,Low,1.0,0.03206997084548113,0.5294117647058824,0.4786150712830957,0.53609344814446,187
181,Ethiopia,Ethiopia_Supplier_31,17.92,1437.54,2.0,6.43,49,0.989,0.647,Low,Low,1.0,0.014577259475218818,0.1470588235294118,0.9775967413441955,0.5359283690199967,188
116,Vietnam,Vietnam_Supplier_16,27.82,1563.03,4.0,4.24,38,0.765,0.611,Medium,Medium,0.5,0.6530612244897959,0.47058823529411764,0.5213849287169043,0.5351893506893592,189
8,Brazil,Brazil_Supplier_8,22.49,1260.15,8.0,4.24,35,0.71,0.794,Medium,Medium,0.5,0.6530612244897959,0.5588235294117647,0.40936863543788177,0.5348449155629665,190
163,Ethiopia,Ethiopia_Supplier_13,19.96,1105.8,4.0,6.0,48,0.89,0.68,Low,Low,1.0,0.13994169096209919,0.17647058823529416,0.7759674134419552,0.5342965524877394,191
180,Ethiopia,Ethiopia_Supplier_30,18.8,1483.76,2.0,5.98,53,0.971,0.656,Low,Low,1.0,0.1457725947521865,0.02941176470588236,0.9409368635437881,0.5319834625732749,192
194,Ethiopia,Ethiopia_Supplier_44,22.24,884.39,3.0,4.52,43,0.887,0.512,Medium,Medium,0.5,0.5714285714285716,0.32352941176470584,0.769857433808554,0.5277109825600301,193
199,Ethiopia,Ethiopia_Supplier_49,19.86,819.28,3.0,4.56,42,0.874,0.86,Medium,Medium,0.5,0.5597667638483966,0.3529411764705882,0.7433808553971487,0.5268531561591759,194
164,Ethiopia,Ethiopia_Supplier_14,17.62,972.89,6.0,5.48,35,0.91,0.587,Medium,Medium,0.5,0.29154518950437314,0.5588235294117647,0.8167006109979634,0.5259323019286272,195
65,Colombia,Colombia_Supplier_15,19.38,2222.25,5.0,4.36,33,0.672,1.0,Medium,Medium,0.5,0.6180758017492711,0.6176470588235294,0.33197556008146645,0.5253258271594934,196
183,Ethiopia,Ethiopia_Supplier_33,20.98,1008.07,2.0,6.31,52,0.995,0.871,Low,Low,1.0,0.04956268221574367,0.05882352941176472,0.9898167006109979,0.5250598930290766,197
143,Vietnam,Vietnam_Supplier_43,26.4,1815.44,3.0,3.39,45,0.711,0.638,Medium,Medium,0.5,0.9008746355685131,0.2647058823529411,0.4114052953156822,0.5236761885435,198
115,Vietnam,Vietnam_Supplier_15,24.95,1397.78,8.0,3.99,36,0.653,0.785,Medium,Medium,0.5,0.7259475218658891,0.5294117647058824,0.2932790224032587,0.5224956261235947,199
170,Ethiopia,Ethiopia_Supplier_20,20.19,943.42,7.0,4.63,44,0.908,0.788,Medium,Medium,0.5,0.5393586005830904,0.2941176470588235,0.8126272912423625,0.520894520158951,200
173,Ethiopia,Ethiopia_Supplier_23,23.94,1258.0,3.0,6.26,51,0.952,0.701,Low,Low,1.0,0.06413994169096227,0.08823529411764708,0.9022403258655803,0.5185418741252684,201
247,Honduras,Honduras_Supplier_47,22.21,1716.28,10.0,5.15,29,0.711,0.715,Medium,Medium,0.5,0.3877551020408163,0.7352941176470589,0.4114052953156822,0.5130433639851052,202
150,Vietnam,Vietnam_Supplier_50,26.49,1849.42,6.0,3.66,42,0.678,0.722,Medium,Medium,0.5,0.8221574344023324,0.3529411764705882,0.3441955193482689,0.5126137565878839,203
196,Ethiopia,Ethiopia_Supplier_46,18.06,1352.29,7.0,5.7,49,0.801,0.848,Low,Low,1.0,0.2274052478134111,0.1470588235294118,0.5947046843177191,0.5125569546992496,204
19,Brazil,Brazil_Supplier_19,22.94,1212.16,8.0,3.79,39,0.643,0.848,Medium,Medium,0.5,0.7842565597667638,0.4411764705882353,0.2729124236252546,0.5109407423138007,205
154,Ethiopia,Ethiopia_Supplier_4,17.47,1308.52,4.0,5.61,49,0.78,0.744,Low,Low,1.0,0.2536443148688047,0.1470588235294118,0.5519348268839104,0.5105627499763362,206
67,Colombia,Colombia_Supplier_17,22.18,2422.5,4.0,5.47,34,0.841,0.928,Medium,Medium,0.5,0.2944606413994171,0.5882352941176471,0.6761710794297352,0.5059081997652131,207
104,Vietnam,Vietnam_Supplier_4,26.1,1556.72,7.0,3.12,43,0.572,0.837,Medium,Medium,0.5,0.9795918367346939,0.32352941176470584,0.12830957230142556,0.501442226585135,208
20,Brazil,Brazil_Supplier_20,27.52,1763.14,2.0,4.89,33,0.705,0.878,Medium,Medium,0.5,0.46355685131195346,0.6176470588235294,0.39918533604887974,0.5001380447436466,209
198,Ethiopia,Ethiopia_Supplier_48,15.72,1086.74,4.0,6.48,44,0.819,0.742,Low,Low,1.0,0.0,0.2941176470588235,0.6313645621181262,0.4998023241883311,210
117,Vietnam,Vietnam_Supplier_17,26.24,1333.63,4.0,4.27,46,0.803,0.774,Medium,Medium,0.5,0.6443148688046649,0.23529411764705888,0.5987780040733198,0.4896578474275949,211
200,Ethiopia,Ethiopia_Supplier_50,17.89,1430.06,7.0,6.42,42,0.743,0.587,Low,Low,1.0,0.017492711370262537,0.3529411764705882,0.4765784114052953,0.4879241542412717,212
250,Honduras,Honduras_Supplier_50,25.48,1762.25,9.0,5.22,35,0.767,0.736,Medium,Medium,0.5,0.3673469387755104,0.5588235294117647,0.5254582484725051,0.4866342667413198,213
140,Vietnam,Vietnam_Supplier_40,27.79,1546.0,5.0,3.93,43,0.679,0.899,Medium,Medium,0.5,0.7434402332361516,0.32352941176470584,0.34623217922606936,0.4859888470954282,214
123,Vietnam,Vietnam_Supplier_23,27.27,1523.31,9.0,3.49,37,0.859,0.665,High,High,0.0,0.8717201166180757,0.5,0.7128309572301426,0.4854962206005474,215
242,Honduras,Honduras_Supplier_42,24.24,1488.01,10.0,4.68,35,0.664,0.89,Medium,Medium,0.5,0.5247813411078719,0.5588235294117647,0.3156822810590632,0.4840376738417218,216
43,Brazil,Brazil_Supplier_43,27.56,1503.27,5.0,4.51,37,0.667,0.77,Medium,Medium,0.5,0.5743440233236152,0.5,0.3217922606924644,0.48294445796939667,217
100,Colombia,Colombia_Supplier_50,21.95,2350.58,5.0,5.76,33,0.813,0.767,Medium,Medium,0.5,0.2099125364431489,0.6176470588235294,0.6191446028513237,0.4807188193869343,218
166,Ethiopia,Ethiopia_Supplier_16,22.31,1486.91,4.0,6.44,47,0.819,0.668,Low,Low,1.0,0.011661807580174988,0.20588235294117652,0.6313645621181262,0.48065895255396307,219
134,Vietnam,Vietnam_Supplier_34,25.24,1904.06,10.0,3.84,49,0.754,0.658,Medium,Medium,0.5,0.7696793002915452,0.1470588235294118,0.4989816700610998,0.4789808649674592,220
132,Vietnam,Vietnam_Supplier_32,24.35,1675.58,9.0,3.16,44,0.538,0.806,Medium,Medium,0.5,0.9679300291545189,0.2941176470588235,0.05906313645621187,0.477324546344578,221
188,Ethiopia,Ethiopia_Supplier_38,16.4,993.77,5.0,4.91,45,0.869,0.625,Medium,Medium,0.5,0.4577259475218659,0.2647058823529411,0.7331975560081466,0.4772474686703311,222
130,Vietnam,Vietnam_Supplier_30,27.4,1482.74,6.0,3.94,39,0.581,0.781,Medium,Medium,0.5,0.7405247813411079,0.4411764705882353,0.14663951120162924,0.47475321522266156,223
126,Vietnam,Vietnam_Supplier_26,26.59,1850.39,4.0,3.97,47,0.71,0.744,Medium,Medium,0.5,0.7317784256559766,0.20588235294117652,0.40936863543788177,0.46628892173686465,224
218,Honduras,Honduras_Supplier_18,20.06,1371.28,9.0,5.04,37,0.715,0.663,Medium,Medium,0.5,0.41982507288629745,0.5,0.41955193482688385,0.46386665518695114,225
139,Vietnam,Vietnam_Supplier_39,26.93,1306.02,8.0,3.55,31,0.706,0.803,High,High,0.0,0.8542274052478134,0.6764705882352942,0.4012219959266802,0.46291889755611293,226
56,Colombia,Colombia_Supplier_6,23.19,2317.07,2.0,5.86,28,0.683,0.904,Medium,Medium,0.5,0.18075801749271136,0.7647058823529411,0.35437881873727095,0.4572417387088673,227
102,Vietnam,Vietnam_Supplier_2,25.8,1631.99,8.0,4.41,43,0.681,0.71,Medium,Medium,0.5,0.6034985422740524,0.32352941176470584,0.3503054989816701,0.45181808830602355,228
171,Ethiopia,Ethiopia_Supplier_21,19.98,873.83,7.0,6.09,46,1.0,0.754,Medium,Medium,0.5,0.11370262390670571,0.23529411764705888,1.0,0.43724918538844115,229
131,Vietnam,Vietnam_Supplier_31,26.42,1890.24,3.0,3.96,42,0.546,0.777,Medium,Medium,0.5,0.7346938775510203,0.3529411764705882,0.07535641547861514,0.4369800466011252,230
105,Vietnam,Vietnam_Supplier_5,27.71,1320.85,9.0,3.32,30,0.575,0.894,High,High,0.0,0.9212827988338192,0.7058823529411764,0.13441955193482677,0.4336751983307143,231
92,Colombia,Colombia_Supplier_42,23.63,2298.78,6.0,5.97,31,0.682,0.674,Medium,Medium,0.5,0.14868804664723045,0.6764705882352942,0.35234215885947057,0.4267580904925252,232
121,Vietnam,Vietnam_Supplier_21,24.66,1894.51,9.0,4.4,43,0.592,0.817,Medium,Medium,0.5,0.6064139941690961,0.32352941176470584,0.16904276985743374,0.41629440545493723,233
246,Honduras,Honduras_Supplier_46,20.49,1761.19,11.0,5.34,33,0.578,0.748,Medium,Medium,0.5,0.33236151603498554,0.6176470588235294,0.140529531568228,0.4156080500282744,234
168,Ethiopia,Ethiopia_Supplier_18,20.44,857.21,6.0,5.32,48,0.829,0.707,Medium,Medium,0.5,0.33819241982507287,0.17647058823529416,0.6517311608961303,0.40901198419431783,235
29,Brazil,Brazil_Supplier_29,26.85,1526.95,3.0,4.38,43,0.56,0.928,Medium,Medium,0.5,0.6122448979591837,0.32352941176470584,0.10386965376782087,0.40471750818453656,236
46,Brazil,Brazil_Supplier_46,22.79,1411.19,8.0,4.19,44,0.543,0.791,Medium,Medium,0.5,0.6676384839650145,0.2941176470588235,0.06924643584521391,0.40428831992500225,237
175,Ethiopia,Ethiopia_Supplier_25,23.9,855.58,7.0,6.14,44,0.891,0.5,Medium,Medium,0.5,0.09912536443148712,0.2941176470588235,0.7780040733197556,0.4039115675365288,238
234,Honduras,Honduras_Supplier_34,24.97,1557.77,12.0,4.62,39,0.511,0.713,Medium,Medium,0.5,0.5422740524781341,0.4411764705882353,0.004073319755600819,0.3966772947177125,239
101,Vietnam,Vietnam_Supplier_1,26.46,1328.61,4.0,3.93,49,0.564,0.825,Medium,Medium,0.5,0.7434402332361516,0.1470588235294118,0.11201629327902228,0.3950280228471953,240
195,Ethiopia,Ethiopia_Supplier_45,20.77,830.62,5.0,5.88,43,0.781,0.792,Medium,Medium,0.5,0.17492711370262404,0.32352941176470584,0.5539714867617108,0.38540842871917463,241
34,Brazil,Brazil_Supplier_34,27.6,1458.75,8.0,4.24,26,0.541,0.977,High,High,0.0,0.6530612244897959,0.8235294117647058,0.0651731160896131,0.38218228228154805,242
137,Vietnam,Vietnam_Supplier_37,27.62,1643.04,9.0,4.4,32,0.656,0.867,High,High,0.0,0.6064139941690961,0.6470588235294117,0.2993890020366599,0.37324600483195897,243
167,Ethiopia,Ethiopia_Supplier_17,16.51,957.72,4.0,6.22,49,0.918,0.663,Medium,Medium,0.5,0.07580174927113725,0.1470588235294118,0.8329938900203667,0.3723139212042106,244
184,Ethiopia,Ethiopia_Supplier_34,23.92,929.73,3.0,5.67,54,0.907,0.816,Medium,Medium,0.5,0.23615160349854236,0.0,0.8105906313645622,0.37115602714754803,245
22,Brazil,Brazil_Supplier_22,27.02,1592.61,8.0,4.47,39,0.773,0.818,High,High,0.0,0.5860058309037901,0.4411764705882353,0.5376782077393075,0.36433121692086784,246
39,Brazil,Brazil_Supplier_39,27.94,1059.04,8.0,3.92,44,0.739,0.898,High,High,0.0,0.7463556851311953,0.2941176470588235,0.4684317718940937,0.3538046874263234,247
111,Vietnam,Vietnam_Supplier_11,26.25,1896.78,9.0,3.79,44,0.635,0.702,High,High,0.0,0.7842565597667638,0.2941176470588235,0.25661914460285135,0.32091738062696706,248
106,Vietnam,Vietnam_Supplier_6,27.19,1578.57,9.0,4.38,42,0.691,0.894,High,High,0.0,0.6122448979591837,0.3529411764705882,0.370672097759674,0.3154309381593778,249
112,Vietnam,Vietnam_Supplier_12,27.23,1375.37,8.0,4.49,49,0.587,0.806,High,High,0.0,0.5801749271137027,0.1470588235294118,0.15885947046843168,0.21358033175446495,250
