commodity,supplier_id,country,supplier_name,avg_temperature_celsius,rainfall_mm_per_year,extreme_events_per_year,cost_per_unit_usd,lead_time_days,quality_score,reliability_score,climate_risk_level,predicted_climate_risk,climate_risk_score,cost_normalized,lead_time_normalized,quality_normalized,composite_score,rank
Cocoa,77,Ghana,Ghana_Supplier_27,27.96,1550.72,7.0,3.14,53,0.688,0.777,Low,Low,1.0,0.8431876606683804,0.17647058823529416,0.3759999999999999,0.6301145622259186,138
Cocoa,11,Ivory Coast,Ivory Coast_Supplier_11,26.5,1377.69,6.0,4.16,49,0.778,0.583,Low,Low,1.0,0.5809768637532133,0.2941176470588235,0.556,0.6299736277030092,139
Cocoa,7,Ivory Coast,Ivory Coast_Supplier_7,28.37,1817.02,5.0,3.26,31,0.669,0.63,Medium,Medium,0.5,0.8123393316195373,0.8235294117647058,0.3380000000000001,0.6265671858460609,140
Cocoa,104,Indonesia,Indonesia_Supplier_4,25.55,2412.36,8.0,3.96,28,0.717,0.817,Medium,Medium,0.5,0.6323907455012854,0.9117647058823529,0.43399999999999994,0.6228388628459096,141
Cocoa,166,Ecuador,Ecuador_Supplier_16,25.35,2185.33,1.0,5.99,40,0.887,0.896,Low,Low,1.0,0.11053984575835463,0.5588235294117647,0.774,0.6221408437925298,142
Cocoa,21,Ivory Coast,Ivory Coast_Supplier_21,28.79,1719.97,7.0,3.45,40,0.849,0.589,Medium,Medium,0.5,0.7634961439588688,0.5588235294117647,0.698,0.6201799183426584,143
Cocoa,135,Indonesia,Indonesia_Supplier_35,24.29,1705.69,8.0,3.97,37,0.873,0.751,Medium,Medium,0.5,0.6298200514138816,0.6470588235294117,0.746,0.6184197187358234,144
Cocoa,232,Cameroon,Cameroon_Supplier_32,27.81,1922.55,4.0,4.16,42,0.62,0.813,Low,Low,1.0,0.5809768637532133,0.5,0.24,0.6182442159383033,145
Cocoa,91,Ghana,Ghana_Supplier_41,26.41,1566.54,4.0,4.31,54,0.857,0.747,Low,Low,1.0,0.5424164524421595,0.1470588235294118,0.714,0.6151688189928928,146
Cocoa,249,Cameroon,Cameroon_Supplier_49,25.77,1982.04,3.0,4.54,46,0.745,0.852,Low,Low,1.0,0.4832904884318766,0.38235294117647056,0.49,0.6144108574020868,147
Cocoa,191,Ecuador,Ecuador_Supplier_41,25.36,2062.46,5.0,5.19,53,0.975,0.89,Low,Low,1.0,0.3161953727506426,0.17647058823529416,0.95,0.6131664902464842,148
Cocoa,90,Ghana,Ghana_Supplier_40,26.08,1507.2,6.0,3.95,53,0.775,0.819,Low,Low,1.0,0.6349614395886889,0.17647058823529416,0.55,0.6128580069559957,149
Cocoa,207,Cameroon,Cameroon_Supplier_7,26.64,2041.05,3.0,4.43,46,0.715,0.673,Low,Low,1.0,0.5115681233933163,0.38235294117647056,0.42999999999999994,0.6094802661424468,150
Cocoa,3,Ivory Coast,Ivory Coast_Supplier_3,27.09,1673.93,3.0,4.13,49,0.72,0.845,Low,Low,1.0,0.5886889460154241,0.2941176470588235,0.43999999999999995,0.6087016482685619,151
Cocoa,156,Ecuador,Ecuador_Supplier_6,25.29,2427.49,5.0,5.4,50,0.938,0.813,Low,Low,1.0,0.262210796915167,0.2647058823529411,0.8759999999999999,0.6069291698170269,152
Cocoa,211,Cameroon,Cameroon_Supplier_11,22.88,2067.79,9.0,3.3,32,0.641,0.714,Medium,Medium,0.5,0.8020565552699229,0.7941176470588236,0.28200000000000003,0.6054435505821867,153
Cocoa,84,Ghana,Ghana_Supplier_34,28.86,1410.15,3.0,4.17,42,0.962,0.743,Medium,Medium,0.5,0.5784061696658098,0.5,0.9239999999999999,0.6044015424164525,154
Cocoa,194,Ecuador,Ecuador_Supplier_44,20.47,2407.54,1.0,4.87,42,0.691,0.801,Low,Low,1.0,0.3984575835475578,0.5,0.3819999999999999,0.6010143958868894,155
Cocoa,5,Ivory Coast,Ivory Coast_Supplier_5,27.12,1637.37,8.0,2.86,36,0.632,0.678,Medium,Medium,0.5,0.9151670951156812,0.6764705882352942,0.264,0.6007094208377438,156
Cocoa,206,Cameroon,Cameroon_Supplier_6,24.96,1783.0,3.0,4.74,40,0.632,0.841,Low,Low,1.0,0.43187660668380456,0.5588235294117647,0.264,0.6004750340238922,157
Cocoa,27,Ivory Coast,Ivory Coast_Supplier_27,27.95,1330.35,3.0,3.62,48,0.59,0.878,Low,Low,1.0,0.7197943444730077,0.32352941176470584,0.17999999999999994,0.5968309390594284,158
Cocoa,61,Ghana,Ghana_Supplier_11,31.38,1565.79,7.0,3.17,54,1.0,0.852,Medium,Medium,0.5,0.8354755784061696,0.1470588235294118,1.0,0.5956336004838954,159
Cocoa,171,Ecuador,Ecuador_Supplier_21,20.05,2219.07,1.0,4.85,56,0.928,1.0,Low,Low,1.0,0.40359897172236514,0.08823529411764708,0.8560000000000001,0.5941585664600031,160
Cocoa,250,Cameroon,Cameroon_Supplier_50,24.0,2054.09,6.0,4.49,48,0.722,0.824,Low,Low,1.0,0.4961439588688945,0.32352941176470584,0.44399999999999995,0.5937183426584001,161
Cocoa,97,Ghana,Ghana_Supplier_47,27.64,1009.3,4.0,4.04,52,0.723,0.795,Low,Low,1.0,0.6118251928020565,0.20588235294117652,0.44599999999999995,0.5936268864358083,162
Cocoa,75,Ghana,Ghana_Supplier_25,25.96,1311.44,5.0,4.0,53,0.734,0.87,Low,Low,1.0,0.6221079691516709,0.17647058823529416,0.46799999999999997,0.5932446393467412,163
Cocoa,34,Ivory Coast,Ivory Coast_Supplier_34,24.49,1267.87,8.0,3.89,41,0.866,0.734,Medium,Medium,0.5,0.6503856041131104,0.5294117647058824,0.732,0.5913493422047482,164
Cocoa,175,Ecuador,Ecuador_Supplier_25,20.69,2383.84,2.0,5.05,55,0.931,0.763,Low,Low,1.0,0.3521850899742931,0.11764705882352944,0.8620000000000001,0.5898580371994557,165
Cocoa,239,Cameroon,Cameroon_Supplier_39,27.52,1909.11,9.0,3.88,38,0.804,0.748,Medium,Medium,0.5,0.6529562982005142,0.6176470588235294,0.6080000000000001,0.589250839256011,166
Cocoa,47,Ivory Coast,Ivory Coast_Supplier_47,28.84,1798.61,5.0,3.45,44,0.838,0.781,Medium,Medium,0.5,0.7634961439588688,0.4411764705882353,0.6759999999999999,0.586368153636776,167
Cocoa,183,Ecuador,Ecuador_Supplier_33,20.23,2030.96,2.0,5.89,49,0.936,0.75,Low,Low,1.0,0.13624678663239076,0.2941176470588235,0.8720000000000001,0.5819911084228035,168
Cocoa,172,Ecuador,Ecuador_Supplier_22,21.76,2931.75,2.0,4.28,46,0.988,0.782,Medium,Medium,0.5,0.5501285347043701,0.38235294117647056,0.976,0.5783203689702102,169
Cocoa,159,Ecuador,Ecuador_Supplier_9,24.49,2651.15,6.0,5.69,46,0.834,0.8,Low,Low,1.0,0.18766066838046258,0.38235294117647056,0.6679999999999999,0.5761034023892333,170
Cocoa,80,Ghana,Ghana_Supplier_30,29.8,1052.29,7.0,3.04,52,0.891,0.805,Medium,Medium,0.5,0.8688946015424164,0.20588235294117652,0.782,0.5750942386208983,171
Cocoa,85,Ghana,Ghana_Supplier_35,29.57,1123.12,6.0,4.32,40,0.874,0.908,Medium,Medium,0.5,0.5398457583547557,0.5588235294117647,0.748,0.5742673219416301,172
Cocoa,223,Cameroon,Cameroon_Supplier_23,26.45,2093.9,7.0,4.49,49,0.69,0.872,Low,Low,1.0,0.4961439588688945,0.2941176470588235,0.3799999999999999,0.5735654014819295,173
Cocoa,117,Indonesia,Indonesia_Supplier_17,23.54,2462.93,10.0,3.42,33,0.596,0.631,Medium,Medium,0.5,0.7712082262210797,0.7647058823529411,0.19199999999999995,0.5723785271435052,174
Cocoa,192,Ecuador,Ecuador_Supplier_42,20.81,2299.4,3.0,6.39,40,0.826,0.866,Low,Low,1.0,0.007712082262210873,0.5588235294117647,0.6519999999999999,0.5720339029184939,175
Cocoa,56,Ghana,Ghana_Supplier_6,31.02,1313.96,7.0,4.35,42,0.909,0.81,Medium,Medium,0.5,0.532133676092545,0.5,0.8180000000000001,0.5716334190231362,176
Cocoa,121,Indonesia,Indonesia_Supplier_21,25.24,2380.08,10.0,3.34,44,0.774,0.608,Medium,Medium,0.5,0.7917737789203085,0.4411764705882353,0.548,0.567837562377136,177
Cocoa,168,Ecuador,Ecuador_Supplier_18,22.58,2316.95,6.0,5.76,44,0.783,0.783,Low,Low,1.0,0.16966580976863754,0.4411764705882353,0.5660000000000001,0.5659105700892182,178
Cocoa,201,Cameroon,Cameroon_Supplier_1,24.16,1689.28,10.0,3.82,42,0.802,0.648,Medium,Medium,0.5,0.6683804627249357,0.5,0.6040000000000001,0.562895115681234,179
Cocoa,74,Ghana,Ghana_Supplier_24,28.8,1532.03,5.0,3.25,49,0.839,0.724,Medium,Medium,0.5,0.8149100257069408,0.2941176470588235,0.6779999999999999,0.562856918191441,180
Cocoa,119,Indonesia,Indonesia_Supplier_19,25.28,1731.95,11.0,2.66,39,0.558,0.756,Medium,Medium,0.5,0.9665809768637531,0.5882352941176471,0.1160000000000001,0.5619040677453501,181
Cocoa,81,Ghana,Ghana_Supplier_31,30.39,1798.35,8.0,4.11,39,0.79,0.72,High,Medium,0.5,0.5938303341902312,0.5882352941176471,0.5800000000000001,0.5615164070769696,182
Cocoa,122,Indonesia,Indonesia_Supplier_22,23.21,2035.83,9.0,3.99,43,0.841,0.714,Medium,Medium,0.5,0.6246786632390744,0.47058823529411764,0.6819999999999999,0.560216724633298,183
Cocoa,89,Ghana,Ghana_Supplier_39,30.66,1405.97,2.0,3.43,47,0.822,0.809,Medium,Medium,0.5,0.768637532133676,0.3529411764705882,0.6439999999999999,0.5591946771510661,184
Cocoa,153,Ecuador,Ecuador_Supplier_3,24.76,2577.59,5.0,5.74,55,0.963,0.737,Low,Low,1.0,0.17480719794344468,0.11764705882352944,0.9259999999999999,0.5583135641917436,185
Cocoa,129,Indonesia,Indonesia_Supplier_29,23.84,2123.9,8.0,3.6,40,0.717,0.683,Medium,Medium,0.5,0.7249357326478149,0.5588235294117647,0.43399999999999994,0.5577398155148949,186
Cocoa,247,Cameroon,Cameroon_Supplier_47,24.49,1800.26,9.0,4.17,32,0.66,0.689,Medium,Medium,0.5,0.5784061696658098,0.7941176470588236,0.32000000000000006,0.5571309541811583,187
Cocoa,125,Indonesia,Indonesia_Supplier_25,23.83,1580.92,11.0,3.65,28,0.5,0.706,Medium,Medium,0.5,0.712082262210797,0.9117647058823529,0.0,0.5559617420232875,188
Cocoa,154,Ecuador,Ecuador_Supplier_4,25.44,2276.9,2.0,4.46,57,0.784,0.822,Low,Low,1.0,0.5038560411311054,0.05882352941176472,0.5680000000000001,0.5542698926357175,189
Cocoa,88,Ghana,Ghana_Supplier_38,31.05,1697.47,2.0,3.5,49,0.857,0.761,Medium,Medium,0.5,0.7506426735218509,0.2941176470588235,0.714,0.5539900801451686,190
Cocoa,178,Ecuador,Ecuador_Supplier_28,23.46,2043.74,2.0,5.82,53,0.927,0.865,Low,Low,1.0,0.1542416452442158,0.17647058823529416,0.8540000000000001,0.5534780583698775,191
Cocoa,176,Ecuador,Ecuador_Supplier_26,24.01,2678.67,2.0,5.59,58,0.975,0.762,Low,Low,1.0,0.2133676092544987,0.02941176470588236,0.95,0.5506948434900953,192
Cocoa,19,Ivory Coast,Ivory Coast_Supplier_19,24.09,1942.65,8.0,3.58,48,0.843,0.926,Medium,Medium,0.5,0.730077120822622,0.32352941176470584,0.6859999999999999,0.550601633146832,193
Cocoa,214,Cameroon,Cameroon_Supplier_14,24.62,1915.49,10.0,3.96,44,0.822,0.601,Medium,Medium,0.5,0.6323907455012854,0.4411764705882353,0.6439999999999999,0.5471918040223802,194
Cocoa,79,Ghana,Ghana_Supplier_29,24.27,1557.94,8.0,3.89,39,0.716,0.928,Medium,Medium,0.5,0.6503856041131104,0.5882352941176471,0.43199999999999994,0.5460552245576893,195
Cocoa,8,Ivory Coast,Ivory Coast_Supplier_8,28.38,1710.05,9.0,2.84,32,0.789,0.72,High,High,0.0,0.9203084832904884,0.7941176470588236,0.5780000000000001,0.544206532587328,196
Cocoa,233,Cameroon,Cameroon_Supplier_33,22.09,2175.51,5.0,3.45,48,0.805,0.764,Medium,Medium,0.5,0.7634961439588688,0.32352941176470584,0.6100000000000001,0.5437563889308937,197
Cocoa,202,Cameroon,Cameroon_Supplier_2,26.0,2176.23,7.0,3.78,49,0.5,0.732,Low,Low,1.0,0.6786632390745502,0.2941176470588235,0.0,0.5431952215333434,198
Cocoa,13,Ivory Coast,Ivory Coast_Supplier_13,26.94,1988.52,8.0,2.93,46,0.681,0.693,Medium,Medium,0.5,0.8971722365038559,0.38235294117647056,0.3620000000000001,0.5422812944200817,199
Cocoa,219,Cameroon,Cameroon_Supplier_19,27.7,1907.14,10.0,4.0,34,0.625,0.766,Medium,Medium,0.5,0.6221079691516709,0.7352941176470589,0.25,0.5393505216996825,200
Cocoa,73,Ghana,Ghana_Supplier_23,28.43,1521.14,2.0,3.21,53,0.846,0.898,Medium,Medium,0.5,0.8251928020565552,0.17647058823529416,0.692,0.5388158475729623,201
Cocoa,20,Ivory Coast,Ivory Coast_Supplier_20,24.58,1692.01,8.0,3.93,46,0.832,1.0,Medium,Medium,0.5,0.6401028277634961,0.38235294117647056,0.6639999999999999,0.5384139422349917,202
Cocoa,57,Ghana,Ghana_Supplier_7,28.99,1093.52,7.0,4.18,38,0.711,0.718,Medium,Medium,0.5,0.5758354755784062,0.6176470588235294,0.42199999999999993,0.5327706336004838,203
Cocoa,151,Ecuador,Ecuador_Supplier_1,21.98,2756.75,5.0,5.13,59,0.874,0.706,Low,Low,1.0,0.3316195372750642,0.0,0.748,0.5325048843187661,204
Cocoa,6,Ivory Coast,Ivory Coast_Supplier_6,28.97,1485.4,4.0,4.18,45,0.838,0.839,Medium,Medium,0.5,0.5758354755784062,0.4117647058823529,0.6759999999999999,0.5321000453651897,205
Cocoa,60,Ghana,Ghana_Supplier_10,31.58,1122.68,3.0,4.31,53,0.998,0.859,Medium,Medium,0.5,0.5424164524421595,0.17647058823529416,0.996,0.5289217601693634,206
Cocoa,43,Ivory Coast,Ivory Coast_Supplier_43,24.82,1211.64,8.0,3.67,47,0.779,0.83,Medium,Medium,0.5,0.7069408740359897,0.3529411764705882,0.558,0.5265705126266446,207
Cocoa,41,Ivory Coast,Ivory Coast_Supplier_41,29.67,1879.72,5.0,3.74,42,0.697,0.72,Medium,Medium,0.5,0.6889460154241644,0.5,0.3939999999999999,0.5260365038560411,208
Cocoa,193,Ecuador,Ecuador_Supplier_43,20.09,2737.87,5.0,6.11,52,0.877,0.692,Low,Low,1.0,0.07969151670951147,0.20588235294117652,0.754,0.522193467412672,209
Cocoa,221,Cameroon,Cameroon_Supplier_21,27.01,1732.53,8.0,3.4,45,0.682,0.733,Medium,Medium,0.5,0.7763496143958869,0.4117647058823529,0.3640000000000001,0.51982858006956,210
Cocoa,158,Ecuador,Ecuador_Supplier_8,22.97,2828.25,4.0,4.6,42,0.814,0.577,Medium,Medium,0.5,0.4678663239074551,0.5,0.6279999999999999,0.5175665809768638,211
Cocoa,165,Ecuador,Ecuador_Supplier_15,23.59,2297.24,2.0,6.26,57,0.975,0.951,Low,Low,1.0,0.04113110539845766,0.05882352941176472,0.95,0.5149886587025556,212
Cocoa,238,Cameroon,Cameroon_Supplier_38,26.4,1924.71,10.0,4.38,40,0.731,0.668,Medium,Medium,0.5,0.5244215938303343,0.5588235294117647,0.46199999999999997,0.5132112808105247,213
Cocoa,160,Ecuador,Ecuador_Supplier_10,21.05,2855.74,4.0,5.28,46,0.983,0.648,Medium,Medium,0.5,0.2930591259640102,0.38235294117647056,0.966,0.5120530167851202,214
Cocoa,110,Indonesia,Indonesia_Supplier_10,24.66,2368.14,9.0,3.9,38,0.612,0.767,Medium,Medium,0.5,0.6478149100257069,0.6176470588235294,0.22399999999999998,0.5111654922123091,215
Cocoa,10,Ivory Coast,Ivory Coast_Supplier_10,28.82,1349.26,7.0,3.95,47,0.781,0.727,Medium,Medium,0.5,0.6349614395886889,0.3529411764705882,0.562,0.5093756540148193,216
Cocoa,58,Ghana,Ghana_Supplier_8,29.95,1026.83,7.0,3.6,50,0.777,0.745,Medium,Medium,0.5,0.7249357326478149,0.2647058823529411,0.554,0.508210403750189,217
Cocoa,152,Ecuador,Ecuador_Supplier_2,25.46,2538.7,3.0,4.95,55,0.697,0.8,Low,Low,1.0,0.377892030848329,0.11764705882352944,0.3939999999999999,0.5026847724179646,218
Cocoa,190,Ecuador,Ecuador_Supplier_40,23.46,2865.58,6.0,4.27,57,0.997,0.76,Medium,Medium,0.5,0.5526992287917738,0.05882352941176472,0.994,0.5016806895508846,219
Cocoa,95,Ghana,Ghana_Supplier_45,30.21,1616.74,4.0,4.38,47,0.811,0.944,Medium,Medium,0.5,0.5244215938303343,0.3529411764705882,0.6220000000000001,0.4937406925752307,220
Cocoa,243,Cameroon,Cameroon_Supplier_43,27.72,1728.72,8.0,4.57,43,0.767,0.746,Medium,Medium,0.5,0.47557840616966573,0.47058823529411764,0.534,0.49334166036594584,221
Cocoa,54,Ghana,Ghana_Supplier_4,26.04,1545.2,8.0,4.1,53,0.869,0.958,Medium,Medium,0.5,0.5964010282776351,0.17647058823529416,0.738,0.49081790412823234,222
Cocoa,155,Ecuador,Ecuador_Supplier_5,22.64,2615.3,3.0,6.42,48,0.774,0.823,Low,Low,1.0,0.0,0.32352941176470584,0.548,0.4904823529411765,223
Cocoa,189,Ecuador,Ecuador_Supplier_39,25.89,2483.41,4.0,5.9,47,0.666,1.0,Low,Low,1.0,0.13367609254498702,0.3529411764705882,0.3320000000000001,0.4880543172538938,224
Cocoa,186,Ecuador,Ecuador_Supplier_36,25.8,2557.71,2.0,5.11,52,0.627,0.751,Low,Low,1.0,0.33676092544987135,0.20588235294117652,0.254,0.486460819597762,225
Cocoa,164,Ecuador,Ecuador_Supplier_14,21.69,2872.75,3.0,4.6,40,0.691,0.75,Medium,Medium,0.5,0.4678663239074551,0.5588235294117647,0.3819999999999999,0.4830724633298049,226
Cocoa,78,Ghana,Ghana_Supplier_28,28.34,1698.36,7.0,4.48,53,0.902,0.813,Medium,Medium,0.5,0.498714652956298,0.17647058823529416,0.804,0.47959631029789807,227
Cocoa,217,Cameroon,Cameroon_Supplier_17,24.39,2143.67,9.0,4.46,35,0.553,0.819,Medium,Medium,0.5,0.5038560411311054,0.7058823529411764,0.1060000000000001,0.47363459851807044,228
Cocoa,70,Ghana,Ghana_Supplier_20,31.14,1653.95,4.0,3.94,43,0.612,0.97,Medium,Medium,0.5,0.6375321336760925,0.47058823529411764,0.22399999999999998,0.47183009224255257,229
Cocoa,59,Ghana,Ghana_Supplier_9,29.78,1576.03,5.0,4.36,46,0.731,0.568,Medium,Medium,0.5,0.5295629820051413,0.38235294117647056,0.46199999999999997,0.47037898079540297,230
Cocoa,18,Ivory Coast,Ivory Coast_Supplier_18,29.84,1514.48,9.0,3.7,33,0.758,0.821,High,High,0.0,0.6992287917737788,0.7647058823529411,0.516,0.46918366853168,231
Cocoa,157,Ecuador,Ecuador_Supplier_7,20.48,2731.5,5.0,5.18,56,0.668,0.719,Low,Low,1.0,0.3187660668380463,0.08823529411764708,0.3360000000000001,0.46895034023892335,232
Cocoa,161,Ecuador,Ecuador_Supplier_11,25.63,2871.2,6.0,5.12,49,0.894,0.89,Medium,Medium,0.5,0.33419023136246784,0.2941176470588235,0.788,0.4646769696053229,233
Cocoa,187,Ecuador,Ecuador_Supplier_37,25.96,2880.31,4.0,4.1,49,0.728,0.804,Medium,Medium,0.5,0.5964010282776351,0.2941176470588235,0.45599999999999996,0.4638296688341147,234
Cocoa,17,Ivory Coast,Ivory Coast_Supplier_17,28.15,1721.57,5.0,2.93,37,0.691,0.668,High,High,0.0,0.8971722365038559,0.6470588235294117,0.3819999999999999,0.46245776500831687,235
Cocoa,103,Indonesia,Indonesia_Supplier_3,26.36,2242.71,9.0,3.81,43,0.557,0.643,Medium,Medium,0.5,0.6709511568123393,0.47058823529411764,0.1140000000000001,0.4581848480266143,236
Cocoa,184,Ecuador,Ecuador_Supplier_34,20.7,2955.92,6.0,4.96,46,0.761,0.794,Medium,Medium,0.5,0.3753213367609254,0.38235294117647056,0.522,0.44381856948434895,237
Cocoa,30,Ivory Coast,Ivory Coast_Supplier_30,28.82,1425.63,9.0,3.85,45,0.911,0.752,High,High,0.0,0.6606683804627249,0.4117647058823529,0.8220000000000001,0.4325082715862695,238
Cocoa,86,Ghana,Ghana_Supplier_36,28.41,1069.59,5.0,3.33,48,0.5,0.713,Medium,Medium,0.5,0.794344473007712,0.32352941176470584,0.0,0.4294684711931045,239
Cocoa,179,Ecuador,Ecuador_Supplier_29,22.58,2672.97,3.0,6.0,56,0.698,0.711,Low,Low,1.0,0.10796915167095111,0.08823529411764708,0.3959999999999999,0.42825111144714956,240
Cocoa,200,Ecuador,Ecuador_Supplier_50,20.38,2839.34,1.0,4.62,54,0.814,0.75,Medium,Medium,0.5,0.4627249357326477,0.1470588235294118,0.6279999999999999,0.42804593981551486,241
Cocoa,188,Ecuador,Ecuador_Supplier_38,25.78,2909.45,5.0,5.99,45,0.868,0.663,Medium,Medium,0.5,0.11053984575835463,0.4117647058823529,0.736,0.4277761379101769,242
Cocoa,55,Ghana,Ghana_Supplier_5,30.73,1111.82,3.0,4.22,48,0.599,0.836,Medium,Medium,0.5,0.5655526992287918,0.32352941176470584,0.19799999999999995,0.4118705277483744,243
Cocoa,37,Ivory Coast,Ivory Coast_Supplier_37,29.96,1259.04,9.0,3.19,49,0.769,0.848,High,High,0.0,0.8303341902313625,0.2941176470588235,0.538,0.3887129593225465,244
Cocoa,167,Ecuador,Ecuador_Supplier_17,20.38,2831.37,2.0,6.27,53,0.945,1.0,Medium,Medium,0.5,0.03856041131105403,0.17647058823529416,0.8899999999999999,0.38175774988658706,245
Cocoa,163,Ecuador,Ecuador_Supplier_13,21.75,2910.77,2.0,6.41,54,0.969,0.727,Medium,Medium,0.5,0.0025706940874035134,0.1470588235294118,0.938,0.3750073794042038,246
Cocoa,162,Ecuador,Ecuador_Supplier_12,22.28,2976.8,2.0,5.85,58,0.951,0.736,Medium,Medium,0.5,0.14652956298200526,0.02941176470588236,0.9019999999999999,0.3743853319219719,247
Cocoa,42,Ivory Coast,Ivory Coast_Supplier_42,28.03,1616.25,8.0,3.86,42,0.684,0.819,High,High,0.0,0.6580976863753214,0.5,0.3680000000000001,0.3631244215938304,248
Cocoa,87,Ghana,Ghana_Supplier_37,28.74,1659.74,8.0,4.02,47,0.755,0.848,High,High,0.0,0.6169665809768639,0.3529411764705882,0.51,0.344476939361863,249
Cocoa,196,Ecuador,Ecuador_Supplier_46,21.69,2803.48,5.0,5.6,59,0.715,0.9,Medium,Medium,0.5,0.2107969151670952,0.0,0.42999999999999994,0.2886992287917738,250
